Date,Open,High,Low,Close,EPS,PE,Median_PE_90,Median_PE_180,Median_PE_365,Valid_Period
2021-12-28,16.6,16.6,16.6,16.6,,,,,,0
2021-12-29,16.6,16.6,16.6,16.6,,,,,,0
2021-12-30,16.6,16.6,16.6,16.6,,,,,,0
2021-12-31,16.6,16.6,16.6,16.6,,,,,,0
2022-01-03,16.6,16.6,16.6,16.6,,,,,,0
2022-01-04,16.6,16.6,16.6,16.6,,,,,,0
2022-01-05,16.6,16.6,16.6,16.6,,,,,,0
2022-01-06,16.6,16.6,16.6,16.6,,,,,,0
2022-01-07,16.6,16.6,16.6,16.6,,,,,,0
2022-01-10,16.6,16.6,16.6,16.6,,,,,,0
2022-01-11,16.6,16.6,16.6,16.6,,,,,,0
2022-01-12,16.6,16.6,16.6,16.6,,,,,,0
2022-01-13,16.6,16.6,16.6,16.6,,,,,,0
2022-01-14,16.6,16.6,16.6,16.6,,,,,,0
2022-01-17,16.6,16.6,16.6,16.6,,,,,,0
2022-01-18,16.6,16.6,16.6,16.6,,,,,,0
2022-01-19,16.6,16.6,16.6,16.6,,,,,,0
2022-01-20,16.6,16.6,16.6,16.6,,,,,,0
2022-01-21,16.6,16.6,16.6,16.6,,,,,,0
2022-01-24,16.6,16.6,16.6,16.6,,,,,,0
2022-01-25,16.6,16.6,16.6,16.6,,,,,,0
2022-01-26,16.6,16.6,16.6,16.6,,,,,,0
2022-01-27,16.6,16.6,16.6,16.6,,,,,,0
2022-01-28,16.6,16.6,16.6,16.6,,,,,,0
2022-01-31,16.6,16.6,16.6,16.6,,,,,,0
2022-02-01,16.6,16.6,16.6,16.6,,,,,,0
2022-02-02,16.6,16.6,16.6,16.6,,,,,,0
2022-02-03,16.6,16.6,16.6,16.6,,,,,,0
2022-02-04,16.6,16.6,16.6,16.6,,,,,,0
2022-02-07,16.6,16.6,16.6,16.6,,,,,,0
2022-02-08,16.6,16.6,16.6,16.6,,,,,,0
2022-02-09,16.6,16.6,16.6,16.6,,,,,,0
2022-02-10,16.6,16.6,16.6,16.6,,,,,,0
2022-02-11,16.6,16.6,16.6,16.6,,,,,,0
2022-02-14,16.6,16.6,16.6,16.6,,,,,,0
2022-02-15,16.6,16.6,16.6,16.6,,,,,,0
2022-02-16,16.6,16.6,16.6,16.6,,,,,,0
2022-02-17,16.6,16.6,16.6,16.6,,,,,,0
2022-02-18,16.6,16.6,16.6,16.6,,,,,,0
2022-02-21,16.6,16.6,16.6,16.6,,,,,,0
2022-02-22,16.6,16.6,16.6,16.6,,,,,,0
2022-02-23,16.6,16.6,16.6,16.6,,,,,,0
2022-02-24,16.6,16.6,16.6,16.6,,,,,,0
2022-02-25,16.6,16.6,16.6,16.6,,,,,,0
2022-02-28,16.6,16.6,16.6,16.6,,,,,,0
2022-03-01,16.6,16.6,16.6,16.6,,,,,,0
2022-03-02,16.6,16.6,16.6,16.6,,,,,,0
2022-03-03,16.6,16.6,16.6,16.6,,,,,,0
2022-03-04,16.6,16.6,16.6,16.6,,,,,,0
2022-03-07,16.6,16.6,16.6,16.6,,,,,,0
2022-03-08,16.6,16.6,16.6,16.6,,,,,,0
2022-03-09,16.6,16.6,16.6,16.6,,,,,,0
2022-03-10,16.6,16.6,16.6,16.6,,,,,,0
2022-03-11,16.6,16.6,16.6,16.6,,,,,,0
2022-03-14,16.6,16.6,16.6,16.6,,,,,,0
2022-03-15,16.6,16.6,16.6,16.6,,,,,,0
2022-03-16,16.6,16.6,16.6,16.6,,,,,,0
2022-03-17,16.6,16.6,16.6,16.6,,,,,,0
2022-03-18,16.6,16.6,16.6,16.6,,,,,,0
2022-03-21,16.6,16.6,16.6,16.6,,,,,,0
2022-03-22,16.6,16.6,16.6,16.6,,,,,,0
2022-03-23,16.6,16.6,16.6,16.6,,,,,,0
2022-03-24,16.6,16.6,16.6,16.6,,,,,,0
2022-03-25,16.6,16.6,16.6,16.6,,,,,,0
2022-03-28,16.6,16.6,16.6,16.6,,,,,,0
2022-03-29,16.6,16.6,16.6,16.6,,,,,,0
2022-03-30,16.6,16.6,16.6,16.6,,,,,,0
2022-03-31,16.6,16.6,16.6,16.6,,,,,,0
2022-04-01,16.6,16.6,16.6,16.6,,,,,,0
2022-04-04,16.6,16.6,16.6,16.6,,,,,,0
2022-04-05,16.6,16.6,16.6,16.6,,,,,,0
2022-04-06,16.6,16.6,16.6,16.6,,,,,,0
2022-04-07,16.6,16.6,16.6,16.6,,,,,,0
2022-04-08,16.6,16.6,16.6,16.6,,,,,,0
2022-04-11,16.6,16.6,16.6,16.6,,,,,,0
2022-04-12,16.6,16.6,16.6,16.6,,,,,,0
2022-04-13,16.6,16.6,16.6,16.6,,,,,,0
2022-04-14,16.6,16.6,16.6,16.6,,,,,,0
2022-04-15,16.6,16.6,16.6,16.6,,,,,,0
2022-04-18,16.6,16.6,16.6,16.6,,,,,,0
2022-04-19,16.6,16.6,16.6,16.6,,,,,,0
2022-04-20,16.6,16.6,16.6,16.6,,,,,,0
2022-04-21,16.6,16.6,16.6,16.6,,,,,,0
2022-04-22,16.6,16.6,16.6,16.6,,,,,,0
2022-04-25,16.6,16.6,16.6,16.6,,,,,,0
2022-04-26,16.6,16.6,16.6,16.6,,,,,,0
2022-04-27,16.6,16.6,16.6,16.6,,,,,,0
2022-04-28,16.6,16.6,16.6,16.6,,,,,,0
2022-04-29,16.6,16.6,16.6,16.6,,,,,,0
2022-05-02,16.6,16.6,16.6,16.6,,,,,,0
2022-05-03,16.6,16.6,16.6,16.6,,,,,,0
2022-05-04,16.6,16.6,16.6,16.6,,,,,,0
2022-05-05,16.6,16.6,16.6,16.6,,,,,,0
2022-05-06,16.6,16.6,16.6,16.6,,,,,,0
2022-05-09,16.6,16.6,16.6,16.6,,,,,,0
2022-05-10,16.6,16.6,16.6,16.6,,,,,,0
2022-05-11,16.6,16.6,16.6,16.6,,,,,,0
2022-05-12,16.6,16.6,16.6,16.6,,,,,,0
2022-05-13,16.6,16.6,16.6,16.6,,,,,,0
2022-05-16,16.6,16.6,16.6,16.6,,,,,,0
2022-05-17,16.6,16.6,16.6,16.6,,,,,,0
2022-05-18,16.6,16.6,16.6,16.6,,,,,,0
2022-05-19,16.6,16.6,16.6,16.6,,,,,,0
2022-05-20,16.6,16.6,16.6,16.6,,,,,,0
2022-05-23,16.6,16.6,16.6,16.6,,,,,,0
2022-05-24,16.6,16.6,16.6,16.6,,,,,,0
2022-05-25,16.6,16.6,16.6,16.6,,,,,,0
2022-05-26,16.6,16.6,16.6,16.6,,,,,,0
2022-05-27,16.6,16.6,16.6,16.6,,,,,,0
2022-05-30,16.6,16.6,16.6,16.6,,,,,,0
2022-05-31,16.6,16.6,16.6,16.6,,,,,,0
2022-06-01,16.6,16.6,16.6,16.6,,,,,,0
2022-06-02,16.6,16.6,16.6,16.6,,,,,,0
2022-06-03,16.6,16.6,16.6,16.6,,,,,,0
2022-06-06,16.6,16.6,16.6,16.6,,,,,,0
2022-06-07,16.6,16.6,16.6,16.6,,,,,,0
2022-06-08,16.6,16.6,16.6,16.6,,,,,,0
2022-06-09,16.6,16.6,16.6,16.6,,,,,,0
2022-06-10,16.6,16.6,16.6,16.6,,,,,,0
2022-06-13,16.6,16.6,16.6,16.6,,,,,,0
2022-06-14,16.6,16.6,16.6,16.6,,,,,,0
2022-06-15,16.6,16.6,16.6,16.6,,,,,,0
2022-06-16,16.6,16.6,16.6,16.6,,,,,,0
2022-06-17,16.6,16.6,16.6,16.6,,,,,,0
2022-06-20,16.6,16.6,16.6,16.6,,,,,,0
2022-06-21,16.6,16.6,16.6,16.6,,,,,,0
2022-06-22,16.6,16.6,16.6,16.6,,,,,,0
2022-06-23,16.6,16.6,16.6,16.6,,,,,,0
2022-06-24,16.6,16.6,16.6,16.6,,,,,,0
2022-06-27,16.6,16.6,16.6,16.6,,,,,,0
2022-06-28,16.6,16.6,16.6,16.6,,,,,,0
2022-06-29,16.6,16.6,16.6,16.6,,,,,,0
2022-06-30,16.6,16.6,16.6,16.6,,,,,,0
2022-07-01,16.6,16.6,16.6,16.6,,,,,,0
2022-07-04,16.6,16.6,16.6,16.6,,,,,,0
2022-07-05,16.6,16.6,16.6,16.6,,,,,,0
2022-07-06,16.6,16.6,16.6,16.6,,,,,,0
2022-07-07,16.6,16.6,16.6,16.6,,,,,,0
2022-07-08,16.6,16.6,16.6,16.6,,,,,,0
2022-07-11,16.6,16.6,16.6,16.6,,,,,,0
2022-07-12,16.6,16.6,16.6,16.6,,,,,,0
2022-07-13,16.6,16.6,16.6,16.6,,,,,,0
2022-07-14,16.6,16.6,16.6,16.6,,,,,,0
2022-07-15,16.6,16.6,16.6,16.6,,,,,,0
2022-07-18,16.6,16.6,16.6,16.6,,,,,,0
2022-07-19,16.6,16.6,16.6,16.6,,,,,,0
2022-07-20,16.6,16.6,16.6,16.6,,,,,,0
2022-07-21,16.6,16.6,16.6,16.6,,,,,,0
2022-07-22,16.6,16.6,16.6,16.6,,,,,,0
2022-07-25,16.6,16.6,16.6,16.6,,,,,,0
2022-07-26,16.6,16.6,16.6,16.6,,,,,,0
2022-07-27,16.6,16.6,16.6,16.6,,,,,,0
2022-07-28,16.6,16.6,16.6,16.6,,,,,,0
2022-07-29,16.6,16.6,16.6,16.6,,,,,,0
2022-08-01,16.6,16.6,16.6,16.6,,,,,,0
2022-08-02,16.6,16.6,16.6,16.6,,,,,,0
2022-08-03,16.6,16.6,16.6,16.6,,,,,,0
2022-08-04,16.6,16.6,16.6,16.6,,,,,,0
2022-08-05,16.6,16.6,16.6,16.6,,,,,,0
2022-08-08,16.6,16.6,16.6,16.6,,,,,,0
2022-08-09,16.6,16.6,16.6,16.6,,,,,,0
2022-08-10,16.6,16.6,16.6,16.6,,,,,,0
2022-08-11,16.6,16.6,16.6,16.6,,,,,,0
2022-08-12,16.6,16.6,16.6,16.6,,,,,,0
2022-08-15,16.6,16.6,16.6,16.6,,,,,,0
2022-08-16,16.6,16.6,16.6,16.6,,,,,,0
2022-08-17,16.6,16.6,16.6,16.6,,,,,,0
2022-08-18,16.6,16.6,16.6,16.6,,,,,,0
2022-08-19,16.6,16.6,16.6,16.6,,,,,,0
2022-08-22,16.6,16.6,16.6,16.6,,,,,,0
2022-08-23,16.6,16.6,16.6,16.6,,,,,,0
2022-08-24,16.6,16.6,16.6,16.6,,,,,,0
2022-08-25,16.6,16.6,16.6,16.6,,,,,,0
2022-08-26,16.6,16.6,16.6,16.6,,,,,,0
2022-08-29,16.6,16.6,16.6,16.6,,,,,,0
2022-08-30,16.6,16.6,16.6,16.6,,,,,,0
2022-08-31,16.6,16.6,16.6,16.6,,,,,,0
2022-09-01,16.6,16.6,16.6,16.6,,,,,,0
2022-09-02,16.6,16.6,16.6,16.6,,,,,,0
2022-09-05,16.6,16.6,16.6,16.6,,,,,,0
2022-09-06,16.6,16.6,16.6,16.6,,,,,,0
2022-09-07,16.6,16.6,16.6,16.6,,,,,,0
2022-09-08,16.6,16.6,16.6,16.6,,,,,,0
2022-09-09,16.6,16.6,16.6,16.6,,,,,,0
2022-09-12,16.6,16.6,16.6,16.6,,,,,,0
2022-09-13,16.6,16.6,16.6,16.6,,,,,,0
2022-09-14,16.6,16.6,16.6,16.6,,,,,,0
2022-09-15,16.6,16.6,16.6,16.6,,,,,,0
2022-09-16,16.6,16.6,16.6,16.6,,,,,,0
2022-09-19,16.6,16.6,16.6,16.6,,,,,,0
2022-09-20,16.6,16.6,16.6,16.6,,,,,,0
2022-09-21,16.6,16.6,16.6,16.6,,,,,,0
2022-09-22,16.6,16.6,16.6,16.6,,,,,,0
2022-09-23,16.6,16.6,16.6,16.6,,,,,,0
2022-09-26,16.6,16.6,16.6,16.6,,,,,,0
2022-09-27,16.6,16.6,16.6,16.6,,,,,,0
2022-09-28,16.6,16.6,16.6,16.6,,,,,,0
2022-09-29,16.6,16.6,16.6,16.6,,,,,,0
2022-09-30,16.6,16.6,16.6,16.6,,,,,,0
2022-10-03,16.6,16.6,16.6,16.6,,,,,,0
2022-10-04,16.6,16.6,16.6,16.6,,,,,,0
2022-10-05,16.6,16.6,16.6,16.6,,,,,,0
2022-10-06,16.6,16.6,16.6,16.6,,,,,,0
2022-10-07,16.6,16.6,16.6,16.6,,,,,,0
2022-10-10,16.6,16.6,16.6,16.6,,,,,,0
2022-10-11,16.6,16.6,16.6,16.6,,,,,,0
2022-10-12,16.6,16.6,16.6,16.6,,,,,,0
2022-10-13,16.6,16.6,16.6,16.6,,,,,,0
2022-10-14,16.6,16.6,16.6,16.6,,,,,,0
2022-10-17,16.6,16.6,16.6,16.6,,,,,,0
2022-10-18,16.6,16.6,16.6,16.6,,,,,,0
2022-10-19,16.6,16.6,16.6,16.6,,,,,,0
2022-10-20,16.6,16.6,16.6,16.6,,,,,,0
2022-10-21,16.6,16.6,16.6,16.6,,,,,,0
2022-10-24,16.6,16.6,16.6,16.6,,,,,,0
2022-10-25,16.6,16.6,16.6,16.6,,,,,,0
2022-10-26,16.6,16.6,16.6,16.6,,,,,,0
2022-10-27,16.6,16.6,16.6,16.6,,,,,,0
2022-10-28,16.6,16.6,16.6,16.6,,,,,,0
2022-10-31,16.6,16.6,16.6,16.6,,,,,,0
2022-11-01,16.6,16.6,16.6,16.6,,,,,,0
2022-11-02,16.6,16.6,16.6,16.6,,,,,,0
2022-11-03,16.6,16.6,16.6,16.6,,,,,,0
2022-11-04,16.6,16.6,16.6,16.6,,,,,,0
2022-11-07,16.6,16.6,16.6,16.6,,,,,,0
2022-11-08,16.6,16.6,16.6,16.6,,,,,,0
2022-11-09,16.6,16.6,16.6,16.6,,,,,,0
2022-11-10,16.6,16.6,16.6,16.6,,,,,,0
2022-11-11,16.6,16.6,16.6,16.6,,,,,,0
2022-11-14,16.6,16.6,16.6,16.6,,,,,,0
2022-11-15,16.6,16.6,16.6,16.6,,,,,,0
2022-11-16,16.6,16.6,16.6,16.6,,,,,,0
2022-11-17,16.6,16.6,16.6,16.6,,,,,,0
2022-11-18,16.6,16.6,16.6,16.6,,,,,,0
2022-11-21,16.6,16.6,16.6,16.6,,,,,,0
2022-11-22,16.6,16.6,16.6,16.6,,,,,,0
2022-11-23,16.6,16.6,16.6,16.6,,,,,,0
2022-11-24,16.6,16.6,16.6,16.6,,,,,,0
2022-11-25,16.6,16.6,16.6,16.6,,,,,,0
2022-11-28,16.6,16.6,16.6,16.6,,,,,,0
2022-11-29,16.6,16.6,16.6,16.6,,,,,,0
2022-11-30,16.6,16.6,16.6,16.6,,,,,,0
2022-12-01,16.6,16.6,16.6,16.6,,,,,,0
2022-12-02,16.6,16.6,16.6,16.6,,,,,,0
2022-12-05,16.6,16.6,16.6,16.6,,,,,,0
2022-12-06,16.6,16.6,16.6,16.6,,,,,,0
2022-12-07,16.6,16.6,16.6,16.6,,,,,,0
2022-12-08,16.6,16.6,16.6,16.6,,,,,,0
2022-12-09,16.6,16.6,16.6,16.6,,,,,,0
2022-12-12,16.6,16.6,16.6,16.6,,,,,,0
2022-12-13,16.6,16.6,16.6,16.6,,,,,,0
2022-12-14,16.6,16.6,16.6,16.6,,,,,,0
2022-12-15,16.6,16.6,16.6,16.6,,,,,,0
2022-12-16,16.6,16.6,16.6,16.6,,,,,,0
2022-12-19,16.6,16.6,16.6,16.6,,,,,,0
2022-12-20,16.6,16.6,16.6,16.6,,,,,,0
2022-12-21,16.6,16.6,16.6,16.6,,,,,,0
2022-12-22,16.6,16.6,16.6,16.6,,,,,,0
2022-12-23,16.6,16.6,16.6,16.6,,,,,,0
2022-12-26,16.6,16.6,16.6,16.6,,,,,,0
2022-12-27,16.6,16.6,16.6,16.6,,,,,,0
2022-12-28,16.6,16.6,16.6,16.6,,,,,,0
2022-12-29,16.6,16.6,16.6,16.6,,,,,,0
2022-12-30,16.6,16.6,16.6,16.6,,,,,,0
2023-01-02,16.6,16.6,16.6,16.6,,,,,,0
2023-01-03,16.6,16.6,16.6,16.6,,,,,,0
2023-01-04,16.6,16.6,16.6,16.6,,,,,,0
2023-01-05,16.6,16.6,16.6,16.6,,,,,,0
2023-01-06,16.6,16.6,16.6,16.6,,,,,,0
2023-01-09,16.6,16.6,16.6,16.6,,,,,,0
2023-01-10,16.6,16.6,16.6,16.6,,,,,,0
2023-01-11,16.6,16.6,16.6,16.6,,,,,,0
2023-01-12,16.6,16.6,16.6,16.6,,,,,,0
2023-01-13,16.6,16.6,16.6,16.6,,,,,,0
2023-01-16,16.6,16.6,16.6,16.6,,,,,,0
2023-01-17,16.6,16.6,16.6,16.6,,,,,,0
2023-01-18,16.6,16.6,16.6,16.6,,,,,,0
2023-01-19,16.6,16.6,16.6,16.6,,,,,,0
2023-01-20,16.6,16.6,16.6,16.6,,,,,,0
2023-01-23,16.6,16.6,16.6,16.6,,,,,,0
2023-01-24,16.6,16.6,16.6,16.6,,,,,,0
2023-01-25,16.6,16.6,16.6,16.6,,,,,,0
2023-01-26,16.6,16.6,16.6,16.6,,,,,,0
2023-01-27,16.6,16.6,16.6,16.6,,,,,,0
2023-01-30,16.6,16.6,16.6,16.6,,,,,,0
2023-01-31,16.6,16.6,16.6,16.6,,,,,,0
2023-02-01,16.6,16.6,16.6,16.6,,,,,,0
2023-02-02,16.6,16.6,16.6,16.6,,,,,,0
2023-02-03,16.6,16.6,16.6,16.6,,,,,,0
2023-02-06,16.6,16.6,16.6,16.6,,,,,,0
2023-02-07,16.6,16.6,16.6,16.6,,,,,,0
2023-02-08,16.6,16.6,16.6,16.6,,,,,,0
2023-02-09,16.6,16.6,16.6,16.6,,,,,,0
2023-02-10,16.6,16.6,16.6,16.6,,,,,,0
2023-02-13,16.6,16.6,16.6,16.6,,,,,,0
2023-02-14,16.6,16.6,16.6,16.6,,,,,,0
2023-02-15,16.6,16.6,16.6,16.6,,,,,,0
2023-02-16,16.6,16.6,16.6,16.6,,,,,,0
2023-02-17,16.6,16.6,16.6,16.6,,,,,,0
2023-02-20,16.6,16.6,16.6,16.6,,,,,,0
2023-02-21,16.6,16.6,16.6,16.6,,,,,,0
2023-02-22,16.6,16.6,16.6,16.6,,,,,,0
2023-02-23,16.6,16.6,16.6,16.6,,,,,,0
2023-02-24,16.6,16.6,16.6,16.6,,,,,,0
2023-02-27,16.6,16.6,16.6,16.6,,,,,,0
2023-02-28,16.6,16.6,16.6,16.6,,,,,,0
2023-03-01,16.6,16.6,16.6,16.6,,,,,,0
2023-03-02,16.6,16.6,16.6,16.6,,,,,,0
2023-03-03,16.6,16.6,16.6,16.6,,,,,,0
2023-03-06,16.6,16.6,16.6,16.6,,,,,,0
2023-03-07,16.6,16.6,16.6,16.6,,,,,,0
2023-03-08,16.6,16.6,16.6,16.6,,,,,,0
2023-03-09,16.6,16.6,16.6,16.6,,,,,,0
2023-03-10,16.6,16.6,16.6,16.6,,,,,,0
2023-03-13,16.6,16.6,16.6,16.6,,,,,,0
2023-03-14,16.6,16.6,16.6,16.6,,,,,,0
2023-03-15,16.6,16.6,16.6,16.6,,,,,,0
2023-03-16,16.6,16.6,16.6,16.6,,,,,,0
2023-03-17,16.6,16.6,16.6,16.6,,,,,,0
2023-03-20,16.6,16.6,16.6,16.6,,,,,,0
2023-03-21,16.6,16.6,16.6,16.6,,,,,,0
2023-03-22,16.6,16.6,16.6,16.6,,,,,,0
2023-03-23,16.6,16.6,16.6,16.6,,,,,,0
2023-03-24,16.6,16.6,16.6,16.6,,,,,,0
2023-03-27,16.6,16.6,16.6,16.6,,,,,,0
2023-03-28,16.6,16.6,16.6,16.6,,,,,,0
2023-03-29,16.6,16.6,16.6,16.6,,,,,,0
2023-03-30,16.6,16.6,16.6,16.6,,,,,,0
2023-03-31,16.6,16.6,16.6,16.6,,,,,,0
2023-04-03,16.6,16.6,16.6,16.6,,,,,,0
2023-04-04,16.6,16.6,16.6,16.6,,,,,,0
2023-04-05,16.6,16.6,16.6,16.6,,,,,,0
2023-04-06,16.6,16.6,16.6,16.6,,,,,,0
2023-04-07,16.6,16.6,16.6,16.6,,,,,,0
2023-04-10,16.6,16.6,16.6,16.6,,,,,,0
2023-04-11,16.6,16.6,16.6,16.6,,,,,,0
2023-04-12,16.6,16.6,16.6,16.6,,,,,,0
2023-04-13,16.6,16.6,16.6,16.6,,,,,,0
2023-04-14,16.6,16.6,16.6,16.6,,,,,,0
2023-04-17,16.6,16.6,16.6,16.6,,,,,,0
2023-04-18,16.6,16.6,16.6,16.6,,,,,,0
2023-04-19,16.6,16.6,16.6,16.6,,,,,,0
2023-04-20,16.6,16.6,16.6,16.6,,,,,,0
2023-04-21,16.6,16.6,16.6,16.6,,,,,,0
2023-04-24,16.6,16.6,16.6,16.6,,,,,,0
2023-04-25,16.6,16.6,16.6,16.6,,,,,,0
2023-04-26,16.6,16.6,16.6,16.6,,,,,,0
2023-04-27,16.6,16.6,16.6,16.6,,,,,,0
2023-04-28,16.6,16.6,16.6,16.6,,,,,,0
2023-05-01,16.6,16.6,16.6,16.6,,,,,,0
2023-05-02,16.6,16.6,16.6,16.6,,,,,,0
2023-05-03,16.6,16.6,16.6,16.6,,,,,,0
2023-05-04,16.6,16.6,16.6,16.6,,,,,,0
2023-05-05,16.6,16.6,16.6,16.6,,,,,,0
2023-05-08,16.6,16.6,16.6,16.6,,,,,,0
2023-05-09,16.6,16.6,16.6,16.6,,,,,,0
2023-05-10,16.6,16.6,16.6,16.6,,,,,,0
2023-05-11,16.6,16.6,16.6,16.6,,,,,,0
2023-05-12,16.6,16.6,16.6,16.6,,,,,,0
2023-05-15,16.6,16.6,16.6,16.6,,,,,,0
2023-05-16,16.6,16.6,16.6,16.6,,,,,,0
2023-05-17,16.6,16.6,16.6,16.6,,,,,,0
2023-05-18,16.6,16.6,16.6,16.6,,,,,,0
2023-05-19,16.6,16.6,16.6,16.6,,,,,,0
2023-05-22,16.6,16.6,16.6,16.6,,,,,,0
2023-05-23,16.6,16.6,16.6,16.6,,,,,,0
2023-05-24,16.6,16.6,16.6,16.6,,,,,,0
2023-05-25,16.6,16.6,16.6,16.6,,,,,,0
2023-05-26,16.6,16.6,16.6,16.6,,,,,,0
2023-05-29,16.6,16.6,16.6,16.6,,,,,,0
2023-05-30,16.6,16.6,16.6,16.6,,,,,,0
2023-05-31,16.6,16.6,16.6,16.6,,,,,,0
2023-06-01,16.6,16.6,16.6,16.6,,,,,,0
2023-06-02,16.6,16.6,16.6,16.6,,,,,,0
2023-06-05,16.6,16.6,16.6,16.6,,,,,,0
2023-06-06,16.6,16.6,16.6,16.6,,,,,,0
2023-06-07,16.6,16.6,16.6,16.6,,,,,,0
2023-06-08,16.6,16.6,16.6,16.6,,,,,,0
2023-06-09,16.6,16.6,16.6,16.6,,,,,,0
2023-06-12,16.6,16.6,16.6,16.6,,,,,,0
2023-06-13,16.6,16.6,16.6,16.6,,,,,,0
2023-06-14,16.6,16.6,16.6,16.6,,,,,,0
2023-06-15,16.6,16.6,16.6,16.6,,,,,,0
2023-06-16,16.6,16.6,16.6,16.6,,,,,,0
2023-06-19,16.6,16.6,16.6,16.6,,,,,,0
2023-06-20,16.6,16.6,16.6,16.6,,,,,,0
2023-06-21,16.6,16.6,16.6,16.6,,,,,,0
2023-06-22,16.6,16.6,16.6,16.6,,,,,,0
2023-06-23,16.6,16.6,16.6,16.6,,,,,,0
2023-06-26,16.6,16.6,16.6,16.6,,,,,,0
2023-06-27,16.6,16.6,16.6,16.6,,,,,,0
2023-06-28,16.6,16.6,16.6,16.6,,,,,,0
2023-06-29,16.6,16.6,16.6,16.6,,,,,,0
2023-06-30,16.6,16.6,16.6,16.6,,,,,,0
2023-07-03,16.6,16.6,16.6,16.6,,,,,,0
2023-07-04,16.6,16.6,16.6,16.6,,,,,,0
2023-07-05,16.6,16.6,16.6,16.6,,,,,,0
2023-07-06,16.6,16.6,16.6,16.6,,,,,,0
2023-07-07,16.6,16.6,16.6,16.6,,,,,,0
2023-07-10,16.6,16.6,16.6,16.6,,,,,,0
2023-07-11,16.6,16.6,16.6,16.6,,,,,,0
2023-07-12,16.6,16.6,16.6,16.6,,,,,,0
2023-07-13,16.6,16.6,16.6,16.6,,,,,,0
2023-07-14,16.6,16.6,16.6,16.6,,,,,,0
2023-07-17,16.6,16.6,16.6,16.6,,,,,,0
2023-07-18,16.6,16.6,16.6,16.6,,,,,,0
2023-07-19,16.6,16.6,16.6,16.6,,,,,,0
2023-07-20,16.6,16.6,16.6,16.6,,,,,,0
2023-07-21,16.6,16.6,16.6,16.6,,,,,,0
2023-07-24,16.6,16.6,16.6,16.6,,,,,,0
2023-07-25,16.6,16.6,16.6,16.6,,,,,,0
2023-07-26,16.6,16.6,16.6,16.6,,,,,,0
2023-07-27,16.6,16.6,16.6,16.6,,,,,,0
2023-07-28,16.6,16.6,16.6,16.6,,,,,,0
2023-07-31,16.6,16.6,16.6,16.6,,,,,,0
2023-08-01,16.6,16.6,16.6,16.6,,,,,,0
2023-08-02,16.6,16.6,16.6,16.6,,,,,,0
2023-08-03,16.6,16.6,16.6,16.6,,,,,,0
2023-08-04,16.6,16.6,16.6,16.6,,,,,,0
2023-08-07,16.6,16.6,16.6,16.6,,,,,,0
2023-08-08,16.6,16.6,16.6,16.6,,,,,,0
2023-08-09,16.6,16.6,16.6,16.6,,,,,,0
2023-08-10,16.6,16.6,16.6,16.6,,,,,,0
2023-08-11,16.6,16.6,16.6,16.6,,,,,,0
2023-08-14,16.6,16.6,16.6,16.6,,,,,,0
2023-08-15,16.6,16.6,16.6,16.6,,,,,,0
2023-08-16,16.6,16.6,16.6,16.6,,,,,,0
2023-08-17,16.6,16.6,16.6,16.6,,,,,,0
2023-08-18,16.6,16.6,16.6,16.6,,,,,,0
2023-08-21,16.6,16.6,16.6,16.6,,,,,,0
2023-08-22,16.6,16.6,16.6,16.6,,,,,,0
2023-08-23,16.6,16.6,16.6,16.6,,,,,,0
2023-08-24,16.6,16.6,16.6,16.6,,,,,,0
2023-08-25,16.6,16.6,16.6,16.6,,,,,,0
2023-08-28,16.6,16.6,16.6,16.6,,,,,,0
2023-08-29,16.6,16.6,16.6,16.6,,,,,,0
2023-08-30,16.6,16.6,16.6,16.6,,,,,,0
2023-08-31,16.6,16.6,16.6,16.6,,,,,,0
2023-09-01,16.6,16.6,16.6,16.6,,,,,,0
2023-09-04,16.6,16.6,16.6,16.6,,,,,,0
2023-09-05,16.6,16.6,16.6,16.6,,,,,,0
2023-09-06,16.6,16.6,16.6,16.6,,,,,,0
2023-09-07,16.6,16.6,16.6,16.6,,,,,,0
2023-09-08,16.6,16.6,16.6,16.6,,,,,,0
2023-09-11,16.6,16.6,16.6,16.6,,,,,,0
2023-09-12,16.6,16.6,16.6,16.6,,,,,,0
2023-09-13,16.6,16.6,16.6,16.6,,,,,,0
2023-09-14,16.6,16.6,16.6,16.6,,,,,,0
2023-09-15,16.6,16.6,16.6,16.6,,,,,,0
2023-09-18,16.6,16.6,16.6,16.6,,,,,,0
2023-09-19,16.6,16.6,16.6,16.6,,,,,,0
2023-09-20,16.6,16.6,16.6,16.6,,,,,,0
2023-09-21,16.6,16.6,16.6,16.6,,,,,,0
2023-09-22,16.6,16.6,16.6,16.6,,,,,,0
2023-09-25,16.6,16.6,16.6,16.6,,,,,,0
2023-09-26,16.6,16.6,16.6,16.6,,,,,,0
2023-09-27,16.6,16.6,16.6,16.6,,,,,,0
2023-09-28,16.6,16.6,16.6,16.6,,,,,,0
2023-09-29,16.6,16.6,16.6,16.6,,,,,,0
2023-10-02,16.6,16.6,16.6,16.6,,,,,,0
2023-10-03,16.6,16.6,16.6,16.6,,,,,,0
2023-10-04,16.6,16.6,16.6,16.6,,,,,,0
2023-10-05,16.6,16.6,16.6,16.6,,,,,,0
2023-10-06,16.6,16.6,16.6,16.6,,,,,,0
